"stop_id","suspect_race_description","demeanor_of_person_stopped"
"2019-3327",BLACK,UPSET
"2019-3328",BLACK,EVASIVE/VULGAR
"2019-3330",BLACK,"NERVOUS, COMBATIVE"
"2019-3331",WHITE,CALM
"2019-3332",BLACK,UPSET
"2019-3333",BLACK,TALKATIVE
"2019-3334",BLACK,NERVOUS
"2019-3335",BLACK,OUT OF BREATH
"2019-3336",BLACK,ALARMED
"2019-3337",BLACK,ANGRY
"2019-3338",BLACK,CALM
"2019-3340",WHITE HISPANIC,COOPERATIVE
"2019-3341",BLACK HISPANIC,COOPERATIVE
"2019-3342",WHITE HISPANIC,COMPLIANT
"2019-3343",BLACK,COOPERATIVE THEN BELLIGERENT.
"2019-3344",BLACK HISPANIC,AGITATED
"2019-3345",BLACK HISPANIC,CALM
"2019-3346",BLACK,CALM
"2019-3347",BLACK,CALM
"2019-3348",WHITE,CALM
"2019-3349",BLACK HISPANIC,COMPLIANT
"2019-3350",BLACK,COMPLIANT
"2019-3351",WHITE HISPANIC,AGITATED
"2019-3352",WHITE HISPANIC,AGITATED
"2019-3353",WHITE HISPANIC,CALM
"2019-3354",WHITE HISPANIC,"NERVOUS, ANNOYED, RAMBLING"
"2019-3355",WHITE HISPANIC,AGITATED
"2019-3356",WHITE HISPANIC,INTOXICATED
"2019-3357",BLACK,NORMAL
"2019-3358",BLACK,CALM
"2019-3359",BLACK,UPSET
"2019-3360",WHITE HISPANIC,CALM
"2019-3362",BLACK,COOPERATIVE
"2019-3363",WHITE HISPANIC,APPARENTLY NORMAL
"2019-3364",BLACK,COOPERATIVE AND NERVOUS
"2019-3365",BLACK,CALM
"2019-3366",BLACK,CALM
"2019-3367",WHITE HISPANIC,NERVOUS
"2019-3368",WHITE HISPANIC,CASUAL
"2019-3369",BLACK,VIOLENT
"2019-3370",BLACK,CALM
"2019-3371",WHITE HISPANIC,NERVOUS
"2019-3372",BLACK,COMPLIANT
"2019-3373",BLACK HISPANIC,CONFUSED
"2019-3375",BLACK,CALM
"2019-3376",BLACK,ANXIOUS TO LEAVE
"2019-3377",WHITE HISPANIC,DISORDERLY
"2019-3378",WHITE HISPANIC,DISORDERLY
"2019-3379",WHITE HISPANIC,RESTLESS
"2019-3380",BLACK,CALM
"2019-3381",BLACK,"UNCOOPERATIVE, AGITATED, ANGRY, LOUD"
"2019-3382",WHITE HISPANIC,CALM
"2019-3383",WHITE HISPANIC,CALM
"2019-3384",BLACK HISPANIC,CALM
"2019-3385",WHITE HISPANIC,CALM
"2019-3386",WHITE HISPANIC,NERVOUS
"2019-3387",BLACK,UPSET
"2019-3388",WHITE HISPANIC,RESPECTFUL
"2019-3389",WHITE HISPANIC,CALM
"2019-3390",BLACK,ANGRY
"2019-3391",BLACK HISPANIC,COOPERATIVE
"2019-3392",WHITE HISPANIC,COOPERATIVE
"2019-3393",WHITE HISPANIC,COOPERATIVE
"2019-3394",WHITE,"COOPERATIVE, CALM"
"2019-3395",BLACK,UPSET BUT UNDERSTOOD
"2019-3397",BLACK,CALM
"2019-3398",WHITE,CALM
"2019-3399",WHITE HISPANIC,UPSET
"2019-3400",WHITE HISPANIC,UPSET
"2019-3401",WHITE HISPANIC,UPSET
"2019-3402",BLACK,UPSET
"2019-3403",WHITE HISPANIC,CALM
"2019-3404",WHITE HISPANIC,UPSET
"2019-3405",BLACK,CALM
"2019-3406",BLACK,CALM
"2019-3407",BLACK,REMORSEFUL
"2019-3408",BLACK,NERVOUS BUT COMPLIANT WITH COMMANDS AND COOPERATIVE WITH POLICE
"2019-3409",BLACK HISPANIC,COMPLIANT
"2019-3410",BLACK,"NERVOUS, FIDGETY, INCONSOLABLE"
"2019-3411",BLACK HISPANIC,IRATE
"2019-3412",BLACK,COMPLIANT
"2019-3413",BLACK,NERVOUS
"2019-3414",BLACK,NERVOUS
"2019-3415",WHITE HISPANIC,"COMPLIANT, NERVOUS"
"2019-3416",BLACK HISPANIC,VERBALLY INTOXICATED
"2019-3417",WHITE HISPANIC,APPARANTLY NORMAL
"2019-3418",WHITE HISPANIC,NERVOUS AND COMPLIANT
"2019-3419",WHITE HISPANIC,COMPLIANT AND NERVOUS
"2019-3420",BLACK HISPANIC,CALM
"2019-3421",BLACK,CONFUSED
"2019-3422",BLACK,CONFUSED
"2019-3423",WHITE HISPANIC,UPSET
"2019-3424",BLACK HISPANIC,COOPERATIVE
"2019-3425",WHITE HISPANIC,COOPERATIVE
"2019-3426",WHITE,ANGRY
"2019-3427",WHITE HISPANIC,CALM
"2019-3428",WHITE HISPANIC,COOPERATIVE BUT NERVOUS
"2019-3429",BLACK,UPSET
"2019-3430",WHITE HISPANIC,NERVOUS
"2019-3431",WHITE HISPANIC,NERVOUS
"2019-3432",WHITE HISPANIC,NERVOUS
"2019-3433",WHITE HISPANIC,AGGRESIVE
"2019-3434",BLACK,AGGRESSIVE AND CONFRONTATIONAL
"2019-3435",BLACK,FURTIVE
"2019-3436",WHITE HISPANIC,FURTIVE
"2019-3437",BLACK,CALM
"2019-3438",BLACK,CALM
"2019-3439",BLACK,CALM
"2019-3440",BLACK,CALM
"2019-3441",BLACK,CALM
"2019-3442",BLACK,CALM
"2019-3443",BLACK,CALM
"2019-3444",BLACK,CALM
"2019-3445",BLACK HISPANIC,CALM
"2019-3446",WHITE HISPANIC,CALM
"2019-3447",BLACK HISPANIC,AGGIATED
"2019-3448",BLACK,UPSET
"2019-3449",WHITE HISPANIC,ERRATIC
"2019-3450",WHITE HISPANIC,CALM
"2019-3451",WHITE HISPANIC,CALM
"2019-3452",WHITE HISPANIC,CORDIAL
"2019-3453",BLACK,NERVOUS
"2019-3454",BLACK,NERVOUS
"2019-3455",BLACK HISPANIC,UPSET
"2019-3456",BLACK,CALM
"2019-3457",WHITE HISPANIC,"NERVOUS, COMPLIANT"
"2019-3458",WHITE HISPANIC,COMPLIANT
"2019-3459",WHITE HISPANIC,"COMPLIANT, NERVOUS"
"2019-3460",BLACK HISPANIC,CALM
"2019-3461",BLACK HISPANIC,IMPATIENT
"2019-3463",BLACK HISPANIC,AGITATED
"2019-3465",BLACK,OUT OF BREATH/ SWEATING/COMPLIANT
"2019-3466",BLACK,NERVOUS
"2019-3467",BLACK HISPANIC,COOPERATIVE
"2019-3468",BLACK,AGGRESSIVE; UNCOMPLIANT
"2019-3469",WHITE HISPANIC,CALM
"2019-3470",BLACK HISPANIC,NERVOUS
"2019-3471",WHITE HISPANIC,NERVOUS
"2019-3472",BLACK,NERVOUS
"2019-3474",WHITE HISPANIC,COOPERATIVE
"2019-3476",WHITE HISPANIC,UNCOOPERATIVE
"2019-3477",WHITE HISPANIC,UNDERSTANDING
"2019-3501",WHITE HISPANIC,MILD
"2019-3480",BLACK,COOPERATIVE
"2019-3481",BLACK,COMPLIANT
"2019-3482",BLACK HISPANIC,COOPERATIVE
"2019-3483",BLACK HISPANIC,COOPERATIVE
"2019-3484",BLACK,CALM
"2019-3485",BLACK,UPSET
"2019-3486",BLACK HISPANIC,ANGRY
"2019-3487",BLACK,NON-COMPLIANT
"2019-3488",BLACK HISPANIC,TALKATIVE
"2019-3489",WHITE,CONFUSED
"2019-3490",BLACK HISPANIC,NERVOUS
"2019-3491",BLACK,CALM AND UNDERSTANDING
"2019-3492",BLACK HISPANIC,CALM AND UNDERSTANDING
"2019-3493",WHITE HISPANIC,ANNOYED
"2019-3494",BLACK HISPANIC,CALM
"2019-3495",WHITE HISPANIC,IRRATIONAL AND POSSIBLY INGESTED UNKNOWN NARCOTICS
"2019-3496",BLACK,COMPLIANT
"2019-3497",WHITE,AGITATED
"2019-3498",WHITE HISPANIC,AGITATED
"2019-3499",BLACK HISPANIC,NORMAL
"2019-3500",WHITE HISPANIC,APOLOGETIC
"2019-11041",BLACK,UNHAPPY
"2019-3502",BLACK HISPANIC,CALM/NORMAL
"2019-3503",BLACK HISPANIC,NERVOUS
"2019-3504",WHITE HISPANIC,UPSET
"2019-3505",ASIAN / PACIFIC ISLANDER,CALM
"2019-3506",BLACK HISPANIC,SHORTNESS OF BREATH
"2019-3507",BLACK HISPANIC,SHORTNESS OF BREATH AND UPSET
"2019-3508",BLACK HISPANIC,UPSET
"2019-3509",WHITE HISPANIC,ANGRY
"2019-3510",BLACK HISPANIC,UPSET
"2019-3513",WHITE HISPANIC,AGGRESSIVE
"2019-3514",WHITE HISPANIC,AGGRESSIVE
"2019-3515",WHITE HISPANIC,NERVOUS
"2019-3516",BLACK HISPANIC,NERVOUS
"2019-3518",BLACK HISPANIC,SAME AS PRIOR TO STOP.
"2019-3519",WHITE HISPANIC,SAME AS PRIOR TO STOP
"2019-3520",BLACK HISPANIC,CALM
"2019-3522",ASIAN / PACIFIC ISLANDER,SILENT
"2019-3526",WHITE HISPANIC,UPSET
"2019-3527",WHITE HISPANIC,COMBATIVE/UNCOOPERATIVE
"2019-3528",WHITE HISPANIC,NERVOUS
"2019-3529",BLACK HISPANIC,"AGITATED, DIDNT WANT TO PROVIDE PERSONAL INFO, NERVOUS."
"2019-3530",BLACK,COOPERATIVES
"2019-3531",WHITE HISPANIC,"SAME AS PRIOR, SWEATY."
"2019-3532",WHITE HISPANIC,SWEATING AND AGITATED
"2019-3533",BLACK,NONCOMPLIANT
"2019-3534",WHITE HISPANIC,CALM
"2019-3535",BLACK HISPANIC,COOPERATIVE
"2019-3536",BLACK HISPANIC,"CALM, COOPERATIVE"
"2019-3537",WHITE HISPANIC,UPSET
"2019-3538",WHITE HISPANIC,CALM
"2019-3542",BLACK,COOPERATIVE
"2019-3543",BLACK HISPANIC,"CALM, COOPERATIVE"
"2019-3544",ASIAN / PACIFIC ISLANDER,CALM
"2019-3545",BLACK HISPANIC,IRRITATED
"2019-3546",WHITE HISPANIC,NORMAL
"2019-3547",BLACK,CALM & COOPERATIVE
"2019-3548",BLACK HISPANIC,CALM
"2019-3549",WHITE,QUIET
"2019-3550",WHITE HISPANIC,UPSET
"2019-3551",BLACK,CALM
"2019-3552",BLACK,COOPERATIVE WITH POLICE OFFICERS
"2019-3553",BLACK,COOPERATIVE WITH POLICE OFFICERS
"2019-3554",BLACK HISPANIC,CALM
"2019-3555",BLACK,SURPRISED
"2019-3556",BLACK HISPANIC,SAME AS PRIOR
"2019-3557",BLACK HISPANIC,SAME AS PRIOR
"2019-3558",BLACK HISPANIC,SAME AS PRIOR
"2019-3559",BLACK HISPANIC,SAME AS PRIOR
"2019-3560",BLACK HISPANIC,TIRED FROM RUNNING
"2019-3561",BLACK,CALM
"2019-3562",WHITE HISPANIC,COOPERATIVE
"2019-3563",WHITE HISPANIC,NERVOUS
"2019-3564",BLACK HISPANIC,NERVOUS
"2019-3565",WHITE HISPANIC,NERVOUS
"2019-3566",WHITE HISPANIC,NERVOUS
"2019-3569",WHITE HISPANIC,UPSET
"2019-3570",WHITE HISPANIC,NERVOUS
"2019-3571",BLACK,ANGRY AND YELLING
"2019-3573",WHITE HISPANIC,CALM
"2019-3574",WHITE HISPANIC,ANGRY
"2019-3575",WHITE HISPANIC,CALM
"2019-3576",BLACK,CALM
"2019-3577",WHITE HISPANIC,UPSET
"2019-3578",BLACK HISPANIC,NERVOUS
"2019-3580",BLACK HISPANIC,CALM
"2019-3582",BLACK HISPANIC,COMPLIANT
"2019-3583",BLACK HISPANIC,SAME AS PRIOR
"2019-3584",BLACK HISPANIC,SAME AS PRIOR
"2019-3585",BLACK HISPANIC,APOLOGETIC
"2019-3586",WHITE HISPANIC,"CALM, NORMAL"
"2019-3587",BLACK,SAME AS PRIOR
"2019-3588",BLACK HISPANIC,CALM/NORMAL
"2019-3589",BLACK HISPANIC,CALM/NORMAL
"2019-3590",BLACK HISPANIC,CALM/NORMAL
"2019-3591",BLACK HISPANIC,CALM/NORMAL
"2019-3592",BLACK HISPANIC,CALM/NORMAL
"2019-3593",BLACK HISPANIC,CALM
"2019-3594",BLACK HISPANIC,CALM
"2019-3595",WHITE HISPANIC,NERVOUS
"2019-3596",WHITE HISPANIC,NERVOUS
"2019-3597",WHITE HISPANIC,COOPERATIVE WITH OFFICERS
"2019-3598",BLACK HISPANIC,UPSET / COMPLIANT
"2019-3599",WHITE HISPANIC,EXCITED
"2019-3600",BLACK,"CALM, CONFUSED, COMPLIANT"
"2019-3601",BLACK HISPANIC,"EXCITED, COMPLIANT"
"2019-3602",BLACK HISPANIC,CALM
"2019-3603",WHITE HISPANIC,COMPLIANT
"2019-3604",BLACK,CALM
"2019-3606",BLACK HISPANIC,AGITATED
"2019-3607",WHITE HISPANIC,CALM
"2019-3608",BLACK HISPANIC,DEFENSIVE
"2019-3609",WHITE HISPANIC,DEFENSIVE
"2019-3610",BLACK HISPANIC,CALM & COOPERATIVE
"2019-3611",BLACK,CALM
"2019-3612",BLACK HISPANIC,CALM
"2019-3613",WHITE HISPANIC,CALM
"2019-3614",BLACK HISPANIC,CALM
"2019-3615",WHITE HISPANIC,SCARED
"2019-3616",BLACK HISPANIC,CALM
"2019-3617",WHITE HISPANIC,CALM
"2019-3619",BLACK HISPANIC,"CALM, COOPERATIVE"
"2019-3620",WHITE HISPANIC,NERVOUS
"2019-3621",BLACK,INTOXICATED
"2019-3669",WHITE HISPANIC,CALM
"2019-3622",WHITE HISPANIC,UNCOOPERATIVE
"2019-3624",BLACK,"COMPLIANT, COOPERATIVE"
"2019-3625",WHITE HISPANIC,"COMPLIANT, COOPERATIVE"
"2019-3626",BLACK,NERVOUS
"2019-3627",BLACK HISPANIC,COMPLIANT
"2019-3628",BLACK HISPANIC,NONCHALANT
"2019-3629",WHITE,NERVOUS
"2019-3630",BLACK HISPANIC,NERVOUS
"2019-3631",WHITE,NERVOUS
"2019-3632",BLACK,COMPLIANT
"2019-3633",BLACK HISPANIC,"COMPLIANT, COOPERATIVE"
"2019-3634",BLACK,N/A
"2019-3636",BLACK HISPANIC,DEFENSIVE
"2019-3637",WHITE HISPANIC,DEFENSIVE
"2019-3638",BLACK HISPANIC,ADGITATED
"2019-3639",WHITE HISPANIC,UPSET
"2019-3640",WHITE HISPANIC,CALM
"2019-3641",BLACK HISPANIC,NERVOUS
"2019-3642",WHITE HISPANIC,NERVOUS
"2019-3644",WHITE HISPANIC,CONFUSED
"2019-3645",WHITE,"NERVOUS, UNWILLING TO COOPERATE, DID NOT WANT TO GIVE NAME"
"2019-3649",BLACK HISPANIC,ANN�YED
"2019-3650",BLACK HISPANIC,NORMAL
"2019-3651",BLACK HISPANIC,CONCERNED WHAT WAS GOING ON
"2019-3652",BLACK HISPANIC,COMPLIANT/NERVOUS
"2019-3653",WHITE HISPANIC,CALM
"2019-3654",WHITE HISPANIC,CALM/NORMAL
"2019-3655",WHITE HISPANIC,NORMAL
"2019-3656",BLACK,CONFUSED
"2019-3657",WHITE,CALM
"2019-3658",WHITE HISPANIC,NERVOUS
"2019-3659",WHITE HISPANIC,COMPLIANT
"2019-3660",BLACK,IRATE
"2019-3661",BLACK HISPANIC,NORMAL
"2019-3662",WHITE HISPANIC,SUBJECT UNCOOPERATIVE
"2019-3663",WHITE HISPANIC,SCARED/MOVING AROUND FIDGERING
"2019-3664",WHITE HISPANIC,CALM
"2019-3665",WHITE HISPANIC,CALM
"2019-3666",BLACK HISPANIC,CALM
"2019-3667",BLACK HISPANIC,CALM
"2019-3668",WHITE HISPANIC,CALM
"2019-3670",WHITE HISPANIC,NERVOUS
"2019-3671",WHITE HISPANIC,CALM
"2019-3672",WHITE HISPANIC,CALM
"2019-3673",BLACK HISPANIC,NERVOUS
"2019-3674",BLACK,"UPSET, NERVOUS"
"2019-3675",WHITE HISPANIC,SUSPICIOUS
"2019-3676",WHITE HISPANIC,UNCOMPLIANT
"2019-3677",WHITE HISPANIC,SCARED
"2019-3678",WHITE HISPANIC,CIVIL
"2019-3682",WHITE HISPANIC,CALM
"2019-3683",WHITE,VERY ERRATIC
"2019-3684",BLACK HISPANIC,NERVOUS
"2019-3685",BLACK,UPSET
"2019-3686",BLACK HISPANIC,ATTEMPTED TO FLEE/PULLED AWAY
"2019-3687",BLACK HISPANIC,CALM
"2019-3688",BLACK HISPANIC,SAME AS PRIOR
"2019-3689",BLACK,NERVOUS
"2019-3691",BLACK,NERVOUS
"2019-3692",BLACK,AGITATED
"2019-3693",BLACK,COOPERATIVE
"2019-3694",BLACK HISPANIC,CALM
"2019-3695",WHITE HISPANIC,COMPLYING
"2019-3696",WHITE HISPANIC,COMPLYING
"2019-3697",WHITE,AGITATED
"2019-3698",BLACK,COOPERATIVE
"2019-3699",WHITE HISPANIC,CALM
"2019-3700",WHITE HISPANIC,NERVOUS
"2019-3701",WHITE HISPANIC,NERVOUS
"2019-3702",WHITE HISPANIC,ANNOYED
"2019-3703",WHITE HISPANIC,ANGRY
"2019-3704",BLACK,UPSET
"2019-3705",WHITE HISPANIC,NORMAL
"2019-3706",WHITE HISPANIC,COOPERATIVE
"2019-3707",WHITE HISPANIC,INTOXICATED
"2019-3708",BLACK,UPSET
"2019-3709",BLACK HISPANIC,UPSET
"2019-3710",WHITE HISPANIC,CALM/CONFUSED
"2019-3711",BLACK HISPANIC,NERVOUS
"2019-3712",BLACK,CRYING
"2019-3714",BLACK,AGITATED
"2019-3715",BLACK,UPSET
"2019-3716",BLACK HISPANIC,APPARENTLY NORMAL
"2019-3717",BLACK HISPANIC,NERVOUS/ OUT OF BREATH
"2019-3718",BLACK HISPANIC,OUT OF BREATHE FROM RUNNING
"2019-3790",WHITE HISPANIC,COMPLIANT
"2019-3719",BLACK,COMBATITIVE
"2019-3720",BLACK,CALM
"2019-3721",BLACK,NERVOUS AND ANXIOUS
"2019-3722",BLACK,UPSET
"2019-3723",WHITE HISPANIC,CALM
"2019-3724",BLACK,NERVEOUS
"2019-3725",BLACK,HOSTILE & AGGRAVATED
"2019-3726",WHITE HISPANIC,CALM
"2019-3727",WHITE HISPANIC,CALM
"2019-3728",WHITE HISPANIC,CALM
"2019-3729",WHITE HISPANIC,NERVOUS
"2019-3730",BLACK HISPANIC,CALM
"2019-3731",BLACK,APPARENTLY NORMAL
"2019-3732",WHITE HISPANIC,DISORDERLY
"2019-3733",BLACK,RELAXED; APPARENTLY NORMAL
"2019-3734",BLACK,RELAXED; APPARENTLY NORMAL
"2019-3735",BLACK,CALM
"2019-3736",BLACK,ANGRY
"2019-3739",BLACK,NERVOUS
"2019-3740",BLACK,CALM
"2019-3741",BLACK,APPARENTLY NORMAL
"2019-3742",BLACK,CALM
"2019-3743",WHITE HISPANIC,COMPLIANT
"2019-3744",WHITE HISPANIC,COMPLIANT
"2019-3745",WHITE HISPANIC,COMPLIANT
"2019-3746",BLACK,CALM
"2019-3747",BLACK,ANGRY/ CALM
"2019-3748",WHITE HISPANIC,NERVOUS
"2019-3749",BLACK,NERVOUS
"2019-3750",BLACK HISPANIC,"ANXIOUS, NERVOUS"
"2019-3751",WHITE HISPANIC,NERVOUS AND COOPERATIVE
"2019-3752",BLACK,AGGRIVATED ANGRY
"2019-3753",BLACK HISPANIC,COMPLIANT
"2019-3754",BLACK,COMPLIANT
"2019-3755",WHITE HISPANIC,NERVOUS AND EXCITED
"2019-3756",BLACK,APPARENTLY NORMAL
"2019-3757",BLACK,HIGHLY INTOXICATED
"2019-3758",BLACK,IRRATE
"2019-3759",BLACK,CONFUSED / NERVOUS
"2019-3760",WHITE HISPANIC,NERVOUS
"2019-3761",BLACK,"NERVOUS, UPSET"
"2019-3762",BLACK HISPANIC,CALM
"2019-3763",BLACK HISPANIC,"AGGRESSIVE, COMBATIVE, THREATENING"
"2019-3764",WHITE,"FIGITY, AND AGITATED"
"2019-3765",BLACK,IRRATE
"2019-3839",WHITE HISPANIC,NERVOUS
"2019-3766",BLACK,NERVOUS
"2019-3767",BLACK,AGGRESSIVE
"2019-3768",BLACK HISPANIC,FRIGHTENED
"2019-3769",BLACK,NERVOUS
"2019-3770",BLACK,AGRESSIVE AND ANGER
"2019-3771",WHITE HISPANIC,CALM
"2019-3772",BLACK,CALM
"2019-3773",WHITE HISPANIC,CALM
"2019-3774",WHITE HISPANIC,"CALM, UNDERSTANDING, COOPERTAIVE"
"2019-3775",WHITE HISPANIC,CALM/ UNDERSTANDING / COOPERATIVE
"2019-3776",BLACK,"UPSET, VIOLENT, AND BOISTEROUS"
"2019-3777",BLACK HISPANIC,CALM
"2019-3778",BLACK,CALM
"2019-3779",BLACK,CALM
"2019-3780",BLACK,CALM/REASONABLE
"2019-3781",BLACK HISPANIC,NORMAL
"2019-3782",BLACK HISPANIC,AGITATED
"2019-3783",BLACK HISPANIC,CALM
"2019-3784",BLACK,CALM
"2019-3785",BLACK,ERRATIC
"2019-3786",BLACK,IRATE
"2019-3787",BLACK,NERVOUS
"2019-3788",BLACK,ANGRY
"2019-3789",WHITE HISPANIC,NERVOUS
"2019-3791",BLACK,UPSET
"2019-3792",WHITE HISPANIC,CALM
"2019-3793",WHITE HISPANIC,ANGRY
"2019-3794",BLACK,NERVOUS
"2019-3795",BLACK,CALM
"2019-3796",WHITE HISPANIC,COOPERATIVE
"2019-3797",BLACK,AGITATED
"2019-3800",BLACK,UPSET
"2019-3801",WHITE HISPANIC,HOSTILE AND DISREPECTFUL
"2019-3802",WHITE HISPANIC,NERVOUS AND AFRIAD
"2019-3803",BLACK,VERBALLY COMBATIVE/THREATENING PHYSICAL HARM
"2019-3804",BLACK,PERSON UNDERSTOOD WHY HE WAS STOPPED WAS CALM
"2019-3805","","ANGRY, DISORDERLY"
"2019-3806",WHITE HISPANIC,ANNOYED
"2019-3807",WHITE HISPANIC,"VERY NERVOUS, BLADING HIS BODY"
"2019-3808",BLACK,CALM
"2019-3809",BLACK HISPANIC,CALM
"2019-3810",BLACK HISPANIC,CALM
"2019-3811",BLACK,COMPLIANT
"2019-3812",BLACK,COMPLIANT
"2019-3813",BLACK,NERVOUS
"2019-3814",BLACK,CALM
"2019-3815",BLACK,UNDERSTANDING
"2019-3816",BLACK HISPANIC,UNDERSTANABLE AFTER OFFICER EXPLAINED THE REASONS
"2019-3817",BLACK HISPANIC,UNDERSTANDING AFTER EVERYTHING WAS EXPLAINED
"2019-3818",BLACK,ANGRY
"2019-3819",BLACK,AGGRESIVE
"2019-3820",BLACK,UNCOOPERATIVE
"2019-3821",WHITE HISPANIC,CALM
"2019-3822",WHITE HISPANIC,VERY CALM AND UNDERSTANDING
"2019-3823",BLACK,NERVOUS
"2019-3824",BLACK,NERVOUS AND SHAKING
"2019-3825",BLACK HISPANIC,CALM
"2019-3826",BLACK,"NERVOUS, EVASIVE"
"2019-3827",BLACK,NERVOUS AND OUT OF BREATH
"2019-3828",BLACK HISPANIC,COMPLIANT
"2019-3829",BLACK,CALM AND COLLECTIVE
"2019-3830",WHITE,CALM AND COLLECTIVE
"2019-3831",WHITE HISPANIC,CALM AND COLLECTIVE
"2019-3832",BLACK,UNHAPPY
"2019-3833",WHITE HISPANIC,NORMAL/ CALM
"2019-3834",BLACK,BLADING BODY AND LOOKING AROUND
"2019-3836",WHITE HISPANIC,"INDIVIDUAL WAS IN A RUSH TO GET TO WORK, BUT CALM"
"2019-3837",BLACK,CALM
"2019-3838",BLACK,NERVOUS
"2019-3840",BLACK,OUT OF BREATH
"2019-3841",BLACK,"NERVOUS, SHAKING, BLADING HIS BODY"
"2019-3842",WHITE HISPANIC,CALM AND COMPLIANT
"2019-3843",WHITE HISPANIC,CALM AND COMPLIANT
"2019-3844",BLACK,"SCARED, NERVOUS, OUT OF BREATH"
"2019-3845",WHITE HISPANIC,ANGRY
"2019-3846",BLACK,CALM
"2019-3847",WHITE HISPANIC,CALM
"2019-3848",BLACK,"NERVOUS, AGGITATED, SWEATING"
"2019-3849",BLACK,APPARENTLY NORMAL
"2019-3850",BLACK,"OUT OF BREATH, UPSET, NERVOUS."
"2019-3851",BLACK HISPANIC,APPARENT NOTMAL
"2019-3852",BLACK HISPANIC,RELAXED
"2019-3854",BLACK,UPSET
"2019-3855",WHITE HISPANIC,COOPERATIVE
"2019-3856",WHITE HISPANIC,CALM
"2019-3857",BLACK HISPANIC,CALM
"2019-3858",BLACK,ANNOYED
"2019-3859",WHITE HISPANIC,CALM
"2019-3860",BLACK,UPSET/ CRYING/ AGGITATED
"2019-3861",BLACK HISPANIC,"NERVOUS, TIRED"
"2019-3862",WHITE HISPANIC,NERVOUS AND TIRED
"2019-3863",BLACK HISPANIC,UPSET
"2019-3864",BLACK,FRUSTRATED
"2019-3865",BLACK,ANNOYED
"2019-3866",BLACK,CALM
"2019-3867",BLACK,CALM
"2019-3868",BLACK,CALM
"2019-3869",BLACK,CALM
"2019-3870",WHITE HISPANIC,COMPLIANT
"2019-3871",BLACK,NERVOUS
"2019-3872",BLACK,"NERVOUS, UPSET"
"2019-3873",BLACK,COMPLIANT
"2019-3874",BLACK,CALM/COOPERATIVE
"2019-3876",WHITE HISPANIC,"NERVOUS, UPSET"
"2019-3877",BLACK,AGITATED
"2019-3879",BLACK,"NERVOUS, UPSET"
"2019-3880",BLACK,UNCOOPERATIVE
"2019-3881",BLACK,SAD
"2019-3882",BLACK,IRRITATED
"2019-3883",WHITE HISPANIC,CALM
"2019-3884",BLACK HISPANIC,INTOX
"2019-3885",BLACK HISPANIC,"BREATHING HEAVILY, SWEATING"
"2019-3886",WHITE HISPANIC,BREATHING HEAVILY
"2019-3887",WHITE HISPANIC,NERVOUS
"2019-3888",BLACK,ANNOYED
"2019-3889",BLACK,CALM
"2019-3890",WHITE HISPANIC,COOPERATIVE
"2019-3891",BLACK,"VISIVBLY UPSET, AND BELLIGERENT"
"2019-3892",WHITE HISPANIC,CALM
"2019-3893",WHITE HISPANIC,CALM
"2019-3894",BLACK HISPANIC,NERVOUS
"2019-3895",BLACK,CALM
"2019-3896",BLACK HISPANIC,CALM
"2019-3897",BLACK,COOPERATIVE
"2019-3898",WHITE HISPANIC,UPSET
"2019-3899",WHITE,CALM/UNDERSTANDING
"2019-3900",WHITE HISPANIC,UPSET
"2019-3901",BLACK HISPANIC,NERVOUS
"2019-3902",BLACK,EVASIVE AND IRRATE
"2019-3903",BLACK,NERVOUS
"2019-3904",WHITE,NORMAL
"2019-3905",BLACK,"SWEATING PROFUSELY, NERVOUS"
"2019-3906",BLACK HISPANIC,NERVOUS
"2019-3907",BLACK HISPANIC,NERVOUS
"2019-3908",WHITE HISPANIC,NERVIOUS AND MOVING A LOT
"2019-3909",WHITE HISPANIC,NERVIOUS AND CRYING
"2019-3910",WHITE HISPANIC,NERVOUS
"2019-3911",BLACK HISPANIC,CALM
"2019-3912",BLACK,CALM
"2019-3913",BLACK,VISIBLE NERVOUS
"2019-3914",WHITE HISPANIC,CALM
"2019-3915",WHITE HISPANIC,"NERVOUS, UPSET"
"2019-3916",BLACK HISPANIC,DEFENSIVE
"2019-3917",WHITE HISPANIC,NERVOUS
"2019-3918",BLACK,"AGITATED, ANGRY."
"2019-3919",BLACK,UPSET
"2019-3920",WHITE HISPANIC,"NERVOUS, APOLOGETIC"
"2019-3921",WHITE HISPANIC,CALM
"2019-3922",WHITE HISPANIC,APPARENTLY NORMAL
"2019-3923",BLACK,AGITATED AND BILIGERANT
"2019-3924",BLACK,COMPLIANT
"2019-3925",BLACK,CALM
"2019-3926",BLACK,CALM
"2019-3927",BLACK,CALM
"2019-3928",WHITE HISPANIC,"UPSET, CRYING"
"2019-3929",WHITE HISPANIC,"CALM, COOPERATIVE"
"2019-3930",WHITE HISPANIC,COMPLIANT
"2019-3931",BLACK HISPANIC,NERVOUS
"2019-3932",BLACK,APP NORMAL
"2019-3933",WHITE HISPANIC,CALM
"2019-3934",WHITE HISPANIC,CALM
"2019-3935",WHITE HISPANIC,UPSET
"2019-3936",BLACK HISPANIC,CALM
"2019-3937",BLACK,CALM
"2019-3938",WHITE HISPANIC,NERVOUS
"2019-3939",BLACK,CALM
"2019-3940",BLACK,CALM
